PacmanMove,totalTime,score,pacmanCurrentNodeIndex,pacmanLastMoveMade,ghost1NodeIndex,ghost1EdibleTime,ghost1LairTime,ghost1LastMove,ghost2NodeIndex,ghost2EdibleTime,ghost2LairTime,ghost2LastMove,ghost3NodeIndex,ghost3EdibleTime,ghost3LairTime,ghost3LastMove,ghost4NodeIndex,ghost4EdibleTime,ghost4LairTime,ghost4LastMove,timeOfLastGlobalReversal,pacmanWasEaten,ghost1Eaten,ghost2Eaten,ghost3Eaten,ghost4Eaten,scoreDiff10,scoreDiff25,scoreDiff50,ghost1Distance,ghost2Distance,ghost3Distance,ghost4Distance,euclideanDistanceToPp,pathDistanceToPp,remainingPp
UP,886,3550,691,UP,775,0,0,UP,406,0,0,RIGHT,793,0,0,UP,883,0,0,RIGHT,541,false,false,false,false,false,30,30,30,57,54,32,37,60,60,2
UP,910,3600,456,UP,627,0,0,UP,432,0,0,DOWN,568,0,0,UP,612,0,0,UP,541,false,false,false,false,false,20,60,80,39,6,56,61,36,36,2
RIGHT,917,3600,1211,DOWN,1292,0,34,NEUTRAL,1292,0,54,NEUTRAL,1292,0,74,NEUTRAL,1292,0,94,NEUTRAL,541,false,false,false,false,false,0,40,80,-1,-1,-1,-1,80,80,2
RIGHT,929,3600,1223,RIGHT,1292,0,22,NEUTRAL,1292,0,42,NEUTRAL,1292,0,62,NEUTRAL,1292,0,82,NEUTRAL,541,false,false,false,false,false,0,10,70,-1,-1,-1,-1,68,68,2
RIGHT,965,3600,1259,RIGHT,512,0,0,RIGHT,1292,0,6,NEUTRAL,1292,0,26,NEUTRAL,1292,0,46,NEUTRAL,541,false,false,false,false,false,0,0,0,124,-1,-1,-1,32,32,2
RIGHT,977,3630,1271,RIGHT,524,0,0,RIGHT,504,0,0,RIGHT,1292,0,14,NEUTRAL,1292,0,34,NEUTRAL,541,false,false,false,false,false,30,30,30,100,120,-1,-1,21,21,2
UP,1029,3800,1020,LEFT,538,175,0,LEFT,518,175,0,LEFT,498,175,0,RIGHT,516,0,0,RIGHT,1004,false,false,false,false,false,30,110,170,50,70,90,72,124,124,1
UP,1041,3820,883,UP,532,163,0,LEFT,442,163,0,UP,504,163,0,RIGHT,528,0,0,RIGHT,1004,false,false,false,false,false,20,60,160,44,64,72,48,116,116,1
RIGHT,1053,3820,753,UP,526,151,0,LEFT,418,151,0,UP,510,151,0,RIGHT,540,0,0,RIGHT,1004,false,false,false,false,false,0,30,130,38,58,54,24,109,109,1
UP,1078,3820,691,RIGHT,513,126,0,LEFT,397,126,0,RIGHT,430,126,0,UP,769,0,0,DOWN,1004,false,false,false,false,false,0,0,30,76,96,80,26,60,60,1
RIGHT,1102,3820,456,UP,501,102,0,LEFT,274,102,0,UP,393,102,0,RIGHT,1021,0,0,RIGHT,1004,false,false,false,false,false,0,0,0,45,70,79,74,36,36,1
RIGHT,1126,3820,480,RIGHT,489,78,0,LEFT,107,78,0,UP,298,78,0,UP,1154,0,0,DOWN,1004,false,false,false,false,false,0,0,0,9,83,67,122,48,48,1
UP,1162,4020,516,RIGHT,1292,0,8,NEUTRAL,71,42,0,RIGHT,234,42,0,RIGHT,1141,0,0,UP,1004,false,false,false,false,false,0,0,200,-1,65,49,99,76,76,1
RIGHT,1174,4020,386,UP,502,0,0,RIGHT,77,30,0,RIGHT,263,30,0,DOWN,1045,0,0,UP,1004,false,false,false,false,false,0,0,200,26,59,43,99,72,72,1
LEFT,1202,4020,225,UP,530,0,0,RIGHT,244,2,0,LEFT,400,2,0,RIGHT,809,0,0,UP,1004,false,false,false,false,false,0,0,0,50,19,29,75,80,80,1
LEFT,1214,4020,213,LEFT,451,0,0,UP,233,0,0,LEFT,411,0,0,RIGHT,678,0,0,UP,1004,false,false,false,false,false,0,0,0,50,20,52,75,68,68,1
LEFT,1226,4020,201,LEFT,401,0,0,RIGHT,268,0,0,DOWN,347,0,0,RIGHT,584,0,0,UP,1004,false,false,false,false,false,0,0,0,54,28,65,75,56,56,1
LEFT,1238,4020,189,LEFT,337,0,0,RIGHT,398,0,0,DOWN,270,0,0,UP,455,0,0,UP,1004,false,false,false,false,false,0,0,0,63,52,41,75,44,44,1
UP,1250,4050,177,LEFT,412,0,0,DOWN,386,0,0,LEFT,160,0,0,RIGHT,335,0,0,UP,1004,false,false,false,false,false,30,30,30,41,52,17,66,32,32,1
LEFT,1300,4170,177,LEFT,1292,0,38,NEUTRAL,1292,0,58,NEUTRAL,1292,0,78,NEUTRAL,1292,0,98,NEUTRAL,1004,false,false,false,false,false,20,60,120,-1,-1,-1,-1,32,32,1
DOWN,1312,4200,165,LEFT,1292,0,26,NEUTRAL,1292,0,46,NEUTRAL,1292,0,66,NEUTRAL,1292,0,86,NEUTRAL,1004,false,false,false,false,false,30,60,120,-1,-1,-1,-1,21,21,1
DOWN,1340,4260,361,RIGHT,496,0,0,LEFT,1292,0,18,NEUTRAL,1292,0,38,NEUTRAL,1292,0,58,NEUTRAL,1004,false,false,false,false,false,20,60,110,28,-1,-1,-1,40,40,1
LEFT,1352,4260,480,DOWN,484,0,0,LEFT,1292,0,6,NEUTRAL,1292,0,26,NEUTRAL,1292,0,46,NEUTRAL,1004,false,false,false,false,false,0,30,90,4,-1,-1,-1,48,48,1
UP,1376,4260,456,LEFT,590,0,0,LEFT,516,0,0,RIGHT,1292,0,2,NEUTRAL,1292,0,22,NEUTRAL,1004,false,false,false,false,false,0,0,30,44,60,-1,-1,36,36,1
UP,1388,4260,348,UP,656,0,0,DOWN,528,0,0,RIGHT,488,0,0,LEFT,1292,0,10,NEUTRAL,1004,false,false,false,false,false,0,0,0,52,49,44,-1,25,25,1
LEFT,1404,4300,153,UP,691,0,0,LEFT,443,0,0,UP,425,0,0,UP,492,0,0,LEFT,1004,false,false,false,false,false,30,40,40,52,49,44,64,11,11,1
DOWN,1456,4460,165,DOWN,695,163,0,RIGHT,411,163,0,RIGHT,441,163,0,DOWN,365,163,0,RIGHT,1419,false,false,false,false,false,20,60,160,68,41,36,32,-1,-1,0
RIGHT,1484,4460,361,RIGHT,644,135,0,UP,330,135,0,UP,490,135,0,RIGHT,302,135,0,UP,1419,false,false,false,false,false,0,0,50,42,49,22,18,-1,-1,0
RIGHT,1512,4460,189,UP,594,107,0,RIGHT,246,107,0,UP,504,107,0,RIGHT,193,107,0,RIGHT,1419,false,false,false,false,false,0,0,0,56,37,64,4,-1,-1,0
DOWN,1524,4660,201,RIGHT,578,95,0,UP,158,95,0,RIGHT,510,95,0,RIGHT,1292,0,31,NEUTRAL,1419,false,false,false,false,false,200,200,200,62,43,46,-1,-1,-1,0
DOWN,1552,4660,386,RIGHT,476,67,0,LEFT,104,67,0,UP,571,67,0,DOWN,1292,0,3,NEUTRAL,1419,false,false,false,false,false,0,0,200,52,71,20,-1,-1,-1,0
DOWN,1564,4660,516,DOWN,470,55,0,LEFT,19,55,0,LEFT,601,55,0,RIGHT,489,0,0,LEFT,1419,false,false,false,false,false,0,0,200,46,89,14,27,-1,-1,0
RIGHT,1576,4660,599,DOWN,464,43,0,LEFT,13,43,0,LEFT,607,43,0,RIGHT,550,0,0,DOWN,1419,false,false,false,false,false,0,0,0,64,107,8,51,-1,-1,0
DOWN,1612,5060,753,RIGHT,416,7,0,UP,103,7,0,DOWN,1292,0,15,NEUTRAL,700,0,0,LEFT,1419,false,false,false,false,false,0,400,400,59,92,-1,34,-1,-1,0
DOWN,1624,5060,883,DOWN,294,0,0,UP,147,0,0,RIGHT,1292,0,3,NEUTRAL,688,0,0,LEFT,1419,false,false,false,false,false,0,0,400,80,95,-1,34,-1,-1,0
LEFT,1636,5060,1020,DOWN,156,0,0,RIGHT,159,0,0,RIGHT,507,0,0,RIGHT,763,0,0,LEFT,1419,false,false,false,false,false,0,0,400,104,107,81,34,-1,-1,0
DOWN,1648,5090,1008,LEFT,168,0,0,RIGHT,277,0,0,DOWN,551,0,0,DOWN,773,0,0,DOWN,1419,false,false,false,false,false,30,30,30,128,130,81,34,-1,-1,0
LEFT,1672,5140,1271,DOWN,192,0,0,RIGHT,363,0,0,RIGHT,737,0,0,LEFT,1018,0,0,LEFT,1419,false,false,false,false,false,20,60,80,157,134,81,34,-1,-1,0
LEFT,1684,5140,1259,LEFT,261,0,0,DOWN,326,0,0,UP,776,0,0,DOWN,1006,0,0,LEFT,1419,false,false,false,false,false,0,30,80,157,158,81,38,-1,-1,0
LEFT,1720,5140,1223,LEFT,454,0,0,DOWN,167,0,0,LEFT,993,0,0,LEFT,970,0,0,LEFT,1419,false,false,false,false,false,0,0,0,133,138,57,38,-1,-1,0
UP,1732,5140,1211,LEFT,583,0,0,DOWN,155,0,0,LEFT,981,0,0,LEFT,958,0,0,LEFT,1419,false,false,false,false,false,0,0,0,109,114,57,34,-1,-1,0
